class,Preprocessed
1,bobbi bitch bodi di
1,hoe said couldnt get tryna kick
1,sarcast cunt ye
1,see peep amp pussi power
2,segment final never watch teabagg propaganda morn msnbc bpshow currenttv morningjo
1,sell soul yea bitch shit seriou
1,serious anim cracker slight fruit loop aftertast realli fuck way
1,serious care color somebodi make huge faggot book
1,sexi as bitch eat fri doublerornothin http co gtflfgrmtz
1,caught three nut never catch feel bitch wit dat disposit count million
1,let play pussi lick finger
1,mind get bitch mind
0,poot fuckisgiven either young thug gay bitch poot http co g fgrx dju
1,thru dat pussi never caught u ask yo got much mileag
2,tell kid sole shoe fall go get shoe hope parent get mad
1,hoe slut freak
2,sheryl crow bae
1,shid thought legal beat yo hoe
1,shit bitch nigga shit
1,shit wan na know bitch gone protect
1,shit piss fuck cunt cocksuck motherfuck tit
1,shit crusti hoe http co oohx xt
2,shout pullz cuz kno trash would kept buck swear everi made ju cuz n actual bump dem
1,shout bitch like gum chew shit
1,showin love bitch fuck side
1,shut bitch
1,shutup fag mraugustaisina real shit femal love real nigga like
2,sick watch yanke game
1,skinni young nigga n im finer bitch
1,slap hoe
1,slap hoe as like birth em
1,slay lolz jk bitch cut emabiggestfan
0,slow repli make feel like retard want put foot wall hjhdyhdhlgjdftilh
1,slut whore hoe
1,slut specki albino lesbo wannab player dwarf coolcunt absoluteyvil
1,smell meati di bitch
2,smh rt dailymail nyc cop leav ebola doctor apt dump glove mask public trash http co atkloiqfzz http co hvbhwjrken
1,smh rt sirhampton shit trash rap rt waymothegod legend gon na replac cudi joint like http co fgaqf qlw
0,smh rt uglyhx tyga shoulda knew blacc chyna hoe son crip walk pussi
1,snow day bitch lyric gettin done n bud get smoke snowday
1,cold nig
1,turn hope solo one crazi bitch http co wlqnfdsx
1,quit suckin dick hop fat as elsewher cuz tryna fuck globe as bitch got orbit
1,dodg nigga dont brag dont boast dont flash hoe dont sag low that u end uo correct like u answer wrong
2,uncivil
1,whatcha say hoe know im hoe
1,order lunch work deliv n like ppl goin n n one wit card n ho gon na say
2,mad live world whitey go jail word folk wear right hat amp tshirt wore shirt
2,call song bird gener
1,cunt go get amber leaf paper cani ar walk nisa lazi
1,guy said wear leg laugh call fag jeg asshol
2,kid angri bird costum bump fell make someth el fall someth el wobbl
1,prude bitch unfollw show ur ugli face
1,rich pussi bullshit rich problem idea independ film
1,somebodi put sticker dog cheek bitch
2,somebodi take oreo away eat whole pack
1,someon call someon bitch as nigga black op
0,someon clearli stinki as beaner
1,sometim like wow bitch audac talk shit look life look mine
1,son bitch hope get e bola ride harley sturgi
1,soon u get pt wonder go hard hoe bitch shit smh
1,sorri kazooook fuck bitch hella ici
1,sorri wrong bitch
1,spoil fuck bitch get whatev want need step evalu live
1,spray da vee wit peppermint oil hope dat fuckin spider leav die hope dat bitch die slow right
1,spring break bitch
2,stanc sock trash
1,steph curri look like littl bitch gettin handl like rag doll lmfaooo
1,stfu redneck white trash head as
1,still got hoe tho
1,still trash http co x ghhf imn
1,stinki hoe
1,stroke otha nigga hoe hobbi
1,stuf like oreo http co mpajkwjbzp
1,stupid as hoe
1,stupid bitch
1,stupid bitch count h get phone
1,stupid cunt
1,stupid fuck metal bird
0,stupid loo pussi bitch
2,stupid teacher talk randymow like retard
2,sucker oreo
1,sup bitch
1,swat twat
1,sweet jesu beleib yagurlbubblez look bitch nigga tho http co xjwfjbvl
1,talk morn hoe rapper damn yall talk shit everyday
0,talk crazi internet thing person tri buddi buddi later faggot fuck
1,tear thedouch relationshipgo rt queenallyssa thedouch call sweeti fuck retard
2,teeth make break person could yellow teeth immedi drop
1,tell nick cannon bout invit wiz wild n hit wit fuck bitch dis haha
0,tell hate niggah stfu
1,thank god fob didnt come back shitti arena tour iwait yearsforfobandiallgotwasthisshittyarena sykeee
2,thank follow jerri remi may yanke fan guy one best broadcast mlb
1,bitch flawless af
1,bitch look wierd
1,bitch treat turtl like
1,finger face pose bitch day like chick wan na see lip
1,ho said got regist
1,hoe aint anymor
1,hoe love hoe mess around
1,rt tendilkar rt funnyorfact nicer easier hurt bitch
1,lil bitch releas exclus shower photo nigga trustisbroken
1,pussi wet call rain
1,tri matur subject kind fuck pussi bitch satir tweet asian
2,would stunt jamesokeefeiii cross water dress dead man teabagg sheriff friend watch
1,that top pop im dog like stewi griffin bitch hear like ooh rippin
1,genesi tna watch bad even mock live tweet
1,hitman holla v charli clip match bittersweet shit gon na cold cu hitman holla gon na work last battl
1,bae gettin nip pierc
1,big lip ad bitch
2,bird aim dream http co jkx dsqxcq
2,bird tonight
1,bitch loudli cheer netherland rosa mexicano seem valu life
1,bitch mob bad health
1,craziest ho reason tv hand teirra mari howev ghetto way spell siah cute as girl
1,devil send worker get late pussi fuck boy tri harder let em throw sss
1,fact soulja boy dif realiti show wit dif bitch
1,gullibl one rt reaganchanel peopl go colleg intent hoe k
1,jew gon laughin nigga judgement day see ugli bitch
1,microwav work broken ghetto as put hamburg patti toaster warm
1,mom act like bitch doe like ok ur lose ur memori cunt ur daughter
1,nigga twitter like eat pussi yada yada nigga sti shit
1,place ever ask drive rave show fuck bitch
1,open donatella inspir wake baddest bitch know everi day thank ladygaga
2,ram realli dont wan na trash jeff fisher realli bout
0,receptionist im alway forc talk racist cunt call error said call min noth
1,sassi clerk post offic curiou get packag japan bitch buyin toy
1,seamstress gon mob action bitch u meaningless da crew
1,thing bitch smh
2,train station harri trash eurostar refund whole trip pari bc train accid
2,trash wheel twitter googli eye
1,type pipe put rhianna sleep excus bitch mind week
1,bitch good lmao
2,jant clutch bedtim tho
1,yall tweet trust hoe like shit common sen alreadi
1,one unpregn bitch world anymor smh
2,bird back balconi dead sad reflect fragil life put bag threw trash
1,peopl hous yell pl god give strength beat bitch
1,alway dumb twitter hoe come sport hope floyd beat mayweath hope new orlean beat saint
1,bitch act local think global
1,bitch wast time ungrat nigga
1,bitch climb climb
1,bitch run trick pimp bare catch attent
1,bitch need call sorri http co rin fk
1,bitch sing song tho
1,hoe superweak
1,hoe loyal n nigga either fuck ah bitch get ah bird
1,hoe lie u nigga
1,hoe bout prosper cinegram lordwillin
1,hoe give shame could see cherri stem fuck street
1,ho realli hatin draya fine as
1,judg gon tri amp hoe floyd show last round
1,nigga bitchin tell em suck sumn bitch see vision tell em fuck sumn
1,pussi as nigga bout life
1,blame alchohol claim truth come drunk defend hoe hoe backward as mofo
1,got ta sell ugli badi ugli bitch stuck like bish
1,made put basketbal short look like confus dyke mosh warrior
1,probabl hate even look white technic poc white hair doubl cracker
1,say go hard rest ya eye amp like bitch never seen ben franklin sleep
0,shot anoth monkey lmaooooooooooo
2,play charli strong soft run score mental play guy http co sqedbgu k
0,work bill prevent retard vote knew retard could vote thing start make sen
1,think chang doctor advoc cunt goe mental hmm
2,third parti keyboard io trash
1,thirsti as bitch shit dat ion like
1,bitch
1,bitch bad firebird shit even drop yet http co th nniwju
1,bitch weird know much
1,bitch win popcorn mc josh masterchef
1,bitch said id suck dick legal cat
1,bitch need wake asap lol
1,bitch said booki spend night week wait got fuck lol
1,bitch sound like gettin rape cat lmfaoo fuckkkk close window whore cat
1,bitch think care talent
1,bitch lol
1,could last breath take time caus go way came right pussi nothin mind
1,fat bitch preach like mani fat lazi peopl seen mirror wtf
1,guy toksvis sing negro spiritu n shit
0,guy biggest faggot omfg
1,hair scream bitch
1,ho lifetim cray
2,love bird http co gk winhbkw
1,ladi probabl like fuck bitch listen
2,movi actual good cuz retard
1,nigga waynesworld fuck bitch svsu rj b wait car minut
1,one bitch dont feel henni dont realli kill pain more
1,parti goin chain bad bitch http co qx bzlfh
1,shit trash lol
2,show trash rt ibskeealii longliv rt shinylipz queen latifah show
1,one rt sumthinnuee hoe dont wantin ya nigga want ya happi thinkin gone u silli hoe
1,ugli bitch need get new name tho look like much follow killyouself zodiac killer bitch
1,need bitch
1,random kid sit plaza day shitti car faggot
1,thot hoe
1,thugga let ur bitch suck em rental
1,thu bitch look like lindsay lohan get like lindsay lohan detroitgirl
2,timb straight trash though
1,time start armi hoe
1,nigga cheat bad bitch bc think get bad bitch one girl give em big as ego
2,today start break new pair doc merci sole
1,today friend taught hood slang said fuck nigga nigga bitch fuck boy nigga bruh
1,tom ford probabl fuck hoe
1,bad ur pussi
1,mani bitch enough adult
1,mani grown man worryin friendzon yall got prioriti fuck nig
2,top layer trash
1,top notch hoe get lesser
1,trash rt ayeofool easili real g move n silenc like lasagna line rt shawnhindriix rt wit wayn line went nigga head
2,trash rt vibemagazin notori b g son cj wallac rap watch amp vote http co kzjj nqpp http co wownc p
2,trash af
1,trash way lol rt agdacoron bitch kill look like bill maher makeup http co iwlag j sl
2,trash http co oedkehyyxj
2,trash night tonight alreadi hear sound america thrive econom sector street four wheel one wobbl
2,trash show
1,trick ya paper wat u got ta learn game make dat hoe buy u
2,tripl fudg browni chunk ice cream lifechang
1,tripl nippl as hoe
2,trust set alpha good mayb better set visibl fals fli silver bird
1,tryna get grey call work bitch lol
1,turn ex bos call pussi last week day call anyth touch anymor
1,type bitch make u take date give u da pussya shit weak damn
1,u hoe
1,u stupid hoe
1,u tell yo bitch yung rich homi
2,u ho realwizkhalifa u hot realli like way u keep te flow natur
1,u know came stunt drop pussi bitch
1,u know u watch much gay porn u refer boy butt man as boy pussi bc head
1,u lucki holdin back bitch http co haner b t
1,u sent nude ina relationship nah jazminejanay pussi bleed nah graepharoah http co w zpjfk r
1,u wit bitch
1,u stupid bitch
1,u nigga rt charmin harmon idea random jigga know name work smh
1,u want cooki tomorrow bitch lostb
1,u bitch u
1,ugh bitch name leather
1,ugli hoe
2,windoowww brettcanfli bleach teeth smile flash talk trash breath
1,ur trash http co kn pztgl
2,versac bird feeder
1,waaaaay mani nigga comfort wit dress like ugli bitch ig like post
1,wack bitch make curv
2,walk dead gon na trash season
1,walk st girl guy past girl say bout turn dyke ctfuu classic
1,wallah fuck hate fuckin mexican bitch much
1,wan na make bos happi bitch talk nasti
1,want catch attent niggah throw dolla sign
1,inform crunk dead ho lol okay sure
1,watch foul hoe flagrant nigga
1,went much shit togeth miss bitch
2,dem bird
1,pay hoe save hoe
1,turn turn where bitch
1,live world drake steal hoe make fun shit crazi
1,need pile hoe back ross car
1,ont get head hoe wit overbit
2,wear pajama tonight da gook udigg grey day
1,weeknd make song hoe
1,well bitch
1,well want victoria secret dyke angel
2,gunna shake honkey tonk badonkadonk sammi boyden
1,broke niggah gone tell
2,clam shame
1,hoe
1,littl bitch lol
1,retard lol
1,clearli state mass pussi share girl send dat pussi shark
1,ear hurt like bitch
1,wrong bitch fuck nigga
1,em said straight grizzli would buy gay as teddi bear bitch your alreadi bi polar http co fqquxtxhbo
1,bitch say cant danc http co gkzj qndif
1,ah rich nigga want ur bitch noth u hope think u dem shop spree
2,baylor win im talk much trash
1,bitch tryna wash shit low lol funni af
1,bitch chang start act like nigga lt lt lt lt lt lt
1,bitch u hate stop stare u hall http co ojnxhoigdw
1,im ghetto as accent shi hell like
1,nino said cancel bitch ill buy new one gt gt gt gt gt gt gt gt gt gt gt
1,dude shoot jiz bitch eye silenc lamb
1,ya name gain weight ya ex bitch cant let go
1,ya name gain weight ya ex hoe let go
1,yo song come hit blunt hard af caus hoe go dat hard
1,first walk door parti saw big booti hoe name http co jersrswhu
1,stupid know life easi ever seen depress retard envi
1,da ratchet hoe
1,scene hoe
1,r fun twin thejsimp tri lick cheeto dust coleslaw nip
1,whheeet bitch lie
0,one name offens kike wop kraut wetback jigaboo towelhead gook redskin
1,twitter bitch sell choker
2,downi like browni brunch need mimosa
1,pussi better crazi bitch
1,peopl act like know hoe allen go cav month ago
1,freshman ghetto lmao
1,bitch got ta bitch
1,cant girl admit want dick much u guy want pussi human natur duhh
1,fin sign finnegan he certifi bitch
1,hoe think good idea air dirti laundri public place bitch im tryna enjoy burrito
1,littl scrawni white boy play ghetto rap music walk around
1,even get pregnant someon never fit dad smh stupid stupid hoe
1,thirsti white basic as bitch still talk gtfo
1,lie tho gon find bitch
1,nigga put heart eye everybodi pictur poo la la hoe
1,age limit movi fault yr old traumat r rate film bunch pussi
1,tf bitch class wear brewer shit footbal season
1,fuck twitter move new tweet box feed lol look fuck retard
2,play trash espn right
1,act like littl booshi bitch friend hoe
1,think ol nigga wit money dont even care swag rockin sandal wit velcor strap aint checkin bitch
1,whi bitch wear stripe tshirt nike shock
1,u love dat nigga even lose u dip like groupi hoe search anoth
1,u sell dat pussi
2,wish browni dab knock rn
